transaction_id,customer_name,customer_email,transaction_date,transaction_time,amount,transaction_type,merchant,location,starting_balance,ending_balance,is_fraud,day_of_week,hour,amount_category
TXN-006213,Dominique Johnson,iwhite@example.com,2026-05-13,22:59:14,65.33,TRANSFER,"Miranda, Vargas and Fernandez",Brendamouth,1198.37,1133.04,0,Wednesday,22,Small
TXN-006214,Samuel Olson,justinthomas@example.net,2026-06-03,22:15:16,43.99,PAYMENT,Beard Inc,Hardinview,3386.56,3430.5499999999997,0,Wednesday,22,Micro
TXN-006215,Christina Walker,flee@example.com,2026-07-01,16:47:48,70.85,PAYMENT,Clark Ltd,Castilloport,1978.91,2049.76,0,Wednesday,16,Small
TXN-006216,Jeremiah Wilson,zachary90@example.com,2026-04-23,01:54:40,347.0,WITHDRAWAL,"Wright, Owen and Boyd",Angelaland,29942.21,29595.21,0,Thursday,1,Medium
TXN-006217,Scott Bradshaw,kimberly38@example.net,2026-07-12,14:05:52,17.99,TRANSFER,Chandler Ltd,Lake Jenniferview,4872.63,4854.64,0,Sunday,14,Micro
TXN-006218,Patrick Jones,mary12@example.org,2026-06-28,22:43:27,41.39,TRANSFER,"Gregory, Velasquez and Myers",New Steven,2054.16,2012.7699999999998,0,Sunday,22,Micro
TXN-006219,Alexander Butler,riosalexandria@example.com,2026-06-11,16:06:06,122.64,TRANSFER,Robinson and Sons,Gonzalezburgh,2166.61,2043.97,0,Thursday,16,Small
TXN-006220,Mary Cook,maxwellkathleen@example.com,2026-05-28,19:37:20,113.35,TRANSFER,"Clark, Russell and Wells",East Barbaraside,8180.06,8066.71,0,Thursday,19,Small
TXN-006221,Savannah Brown,jonathan40@example.org,2026-07-09,15:31:07,120.85,PAYMENT,"Thompson, Lee and Richardson",North Megan,1129.74,1250.59,0,Thursday,15,Small
TXN-006222,Joseph Williams,patricia02@example.net,2026-05-12,23:59:23,47.98,WITHDRAWAL,"Richardson, Brown and Aguilar",West Zacharyside,343.93,295.95,0,Tuesday,23,Micro
TXN-006223,Jacqueline Herrera,gina09@example.net,2026-05-19,21:40:37,38.32,DEPOSIT,Shaw-Smith,Port Michelle,56562.56,56600.88,0,Tuesday,21,Micro
TXN-006224,Willie Martinez,oshannon@example.com,2026-07-02,09:55:03,40.77,DEPOSIT,Rice PLC,East Michael,497.67,538.44,0,Thursday,9,Micro
TXN-006225,Timothy Davidson,danielle80@example.com,2026-05-06,17:45:27,123.96,WITHDRAWAL,Combs-Newton,East Johntown,2526.15,2402.19,0,Wednesday,17,Small
TXN-006226,Christopher Hickman DVM,ibrandt@example.net,2026-05-28,02:48:59,74.03,WITHDRAWAL,Shaw PLC,Port Jimmyville,24675.57,24601.54,0,Thursday,2,Small
TXN-006227,Manuel Salas,osmith@example.net,2026-05-01,11:43:00,155.89,WITHDRAWAL,"Calderon, Holt and Phillips",Justinland,1346.16,1190.27,0,Friday,11,Small
TXN-006228,Paul Green,lwright@example.com,2026-06-19,23:35:56,58.88,WITHDRAWAL,"Powers, Harrison and Lambert",Higginsshire,1402.65,1343.77,0,Friday,23,Small
TXN-006229,David Montgomery,richarddebra@example.net,2026-04-19,01:21:35,215.88,WITHDRAWAL,Richardson Inc,Dianaborough,1877.65,1661.77,0,Sunday,1,Medium
TXN-006230,Duane Aguilar,mckayanna@example.com,2026-06-06,02:02:42,14.98,WITHDRAWAL,"Johnson, Smith and Johnson",South Arthurtown,2772.54,2757.56,0,Saturday,2,Micro
TXN-006231,Nicholas Johnson,walkerjohn@example.org,2026-06-02,04:46:11,19.36,DEPOSIT,Franklin Inc,Port Kennethside,78932.31,78951.67,0,Tuesday,4,Micro
TXN-006232,John Olsen,meghan67@example.org,2026-06-16,08:24:24,0.0,DEPOSIT,FRAUD_Jenkins Inc,North Jessica,2338.35,2372.62,1,Tuesday,8,
TXN-006233,Elizabeth Ochoa,amymayo@example.org,2026-06-21,07:37:50,116.54,DEPOSIT,"Gray, Hernandez and Shelton",Paulstad,1933.36,2049.9,0,Sunday,7,Small
TXN-006234,Patricia Harris,vwheeler@example.net,2026-05-19,19:19:26,67.35,TRANSFER,Johnson-Murphy,South Paul,5612.44,5545.089999999999,0,Tuesday,19,Small
TXN-006235,Abigail Hernandez,michael29@example.net,2026-07-09,13:50:45,414.14,WITHDRAWAL,Williams LLC,Brownland,9426.34,9012.2,0,Thursday,13,Medium
TXN-006236,Ronald Clements,scottelizabeth@example.com,2026-07-07,00:11:27,394.85,TRANSFER,Rodgers-Wilson,Michaelfurt,620.22,225.37,0,Tuesday,0,Medium
TXN-006237,Tracey Mcbride,enichols@example.net,2026-05-22,05:45:44,123.64,WITHDRAWAL,Bowers-Carrillo,Cummingsburgh,3762.61,3638.9700000000003,0,Friday,5,Small
TXN-006238,Jasmine Lewis,robertnewman@example.com,2026-07-01,17:09:43,127.88,WITHDRAWAL,Moyer-Scott,New Brian,23490.42,23362.539999999997,0,Wednesday,17,Small
TXN-006239,Douglas White,carla04@example.net,2026-05-30,01:45:48,72.18,DEPOSIT,Nicholson-Fletcher,Santiagochester,1622.53,1694.71,0,Saturday,1,Small
TXN-006240,Matthew Reed,terrytodd@example.net,2026-05-18,05:23:05,153.54,WITHDRAWAL,Gonzalez-Graham,Holderstad,207.0,53.46000000000001,0,Monday,5,Small
TXN-006241,Rebecca Andersen,blove@example.net,2026-06-22,03:34:39,71.03,TRANSFER,Berger-Martin,Carlyfort,2437.44,2366.41,0,Monday,3,Small
TXN-006242,Jennifer Young,yholmes@example.org,2026-04-26,11:53:12,35.86,PAYMENT,Moreno LLC,Lake Susantown,14553.53,14589.390000000001,0,Sunday,11,Micro
TXN-006243,Nicole Munoz,youngjames@example.net,2026-06-25,07:29:16,31.12,WITHDRAWAL,Anderson-Bean,Robertburgh,2431.32,2400.2000000000003,0,Thursday,7,Micro
TXN-006244,Allen Bell,cynthia14@example.net,2026-06-02,14:38:02,120.68,TRANSFER,Boyle Inc,South Elainechester,22701.3,22580.62,0,Tuesday,14,Small
TXN-006245,John Young,djohnson@example.com,2026-06-30,11:47:27,89.07,DEPOSIT,Hamilton PLC,Dennisberg,12139.63,12228.699999999999,0,Tuesday,11,Small
TXN-006246,Shaun White,kristen85@example.org,2026-06-16,21:53:48,181.38,PAYMENT,"Hill, Bennett and Mitchell",Johnstonport,3587.41,3768.79,0,Tuesday,21,Small
TXN-006247,Mr. Brian Brown,hmeyer@example.org,2026-04-18,16:08:27,30.28,PURCHASE,"Jones, Acevedo and Gibbs",West Paul,346.59,316.30999999999995,0,Saturday,16,Micro
TXN-006248,Kyle Rodgers,jessica92@example.org,2026-05-25,16:15:44,100.13,DEPOSIT,Kemp Ltd,Stevensview,1320.75,1420.88,0,Monday,16,Small
TXN-006249,Robert Clark,danielleadams@example.org,2026-04-27,09:55:32,225.71,DEPOSIT,Thomas Group,New Jennifer,9125.11,9350.82,0,Monday,9,Medium
TXN-006250,Nicholas Duncan,ericmcdaniel@example.com,2026-06-09,00:07:20,74.84,PAYMENT,Kennedy Group,Kathleenburgh,525.02,599.86,0,Tuesday,0,Small
TXN-006251,Debra Lee,thomasmaria@example.net,2026-04-24,00:10:56,150.02,PURCHASE,Morgan-Obrien,New Jason,647.47,497.45000000000005,0,Friday,0,Small
TXN-006252,Julie Kelly,stephaniehernandez@example.org,2026-07-09,11:14:46,42.16,WITHDRAWAL,Howard-Small,Christophermouth,686.0,643.84,0,Thursday,11,Micro
TXN-006253,Barbara Thomas,kimberly41@example.org,2026-05-27,15:53:27,78.37,WITHDRAWAL,Palmer-Holmes,West Omar,17245.19,17166.82,0,Wednesday,15,Small
TXN-006254,Melissa Williams,silvamonica@example.org,2026-04-27,02:36:58,89.56,WITHDRAWAL,Gordon-Grant,Port Wayne,1533.29,1443.73,0,Monday,2,Small
TXN-006255,Kevin Adams,brendan34@example.com,2026-04-30,00:02:10,19.58,TRANSFER,"Martinez, Nelson and Davis",Micheleshire,6823.9,6804.32,0,Thursday,0,Micro
TXN-006256,Katie Scott,julie95@example.org,2026-05-15,16:42:39,41.25,PURCHASE,Brown Group,Sullivanview,3555.59,3514.34,0,Friday,16,Micro
TXN-006257,Sean Goodwin,robertmcknight@example.net,2026-04-30,20:01:01,63.17,DEPOSIT,"Martin, Martin and Villarreal",Alexanderstad,10480.44,10543.61,0,Thursday,20,Small
TXN-006258,Kimberly Hernandez,ronnie83@example.org,2026-07-03,21:41:29,76.92,TRANSFER,Wells PLC,Maryshire,2728.78,2651.86,0,Friday,21,Small
TXN-006259,Rebecca Henderson,jacobstammie@example.com,2026-06-23,06:57:27,146.31,PAYMENT,Harrington-Alvarado,Edwardsborough,70291.79,70438.09999999999,0,Tuesday,6,Small
TXN-006260,Timothy Boyd,kklein@example.org,2026-06-18,21:18:14,218.86,PURCHASE,Estrada Inc,North Ashleybury,2609.96,2391.1,0,Thursday,21,Medium
TXN-006261,Jill Washington,candiceberger@example.com,2026-06-30,22:28:07,90.31,WITHDRAWAL,Jones PLC,East Thomas,1356.56,1266.25,0,Tuesday,22,Small
TXN-006262,Tammy Patterson,pcombs@example.net,2026-07-15,09:05:22,34.81,WITHDRAWAL,Wilson LLC,Lake Troy,1300.98,1266.17,0,Wednesday,9,Micro
TXN-006263,Amanda Vargas,andrewedwards@example.org,2026-06-19,00:37:16,41.59,WITHDRAWAL,Beasley-Oneal,Jeffreyberg,7943.05,7901.46,0,Friday,0,Micro
TXN-006264,Sandra Fitzgerald,john15@example.net,2026-06-16,21:21:54,30.84,TRANSFER,Sullivan LLC,Jessicamouth,22022.41,21991.57,0,Tuesday,21,Micro
TXN-006265,Margaret Nunez,monicawoods@example.com,2026-06-06,02:00:21,190.96,PURCHASE,Johnson LLC,Kellymouth,3074.05,2883.09,0,Saturday,2,Small
TXN-006266,Timothy Hunt MD,catherine28@example.net,2026-06-14,03:16:08,90.05,WITHDRAWAL,Mcdowell-Maxwell,North Melissabury,1292.17,1202.1200000000001,0,Sunday,3,Small
TXN-006267,Thomas Brock,colinfarrell@example.com,2026-06-22,18:51:50,117.93,WITHDRAWAL,Sharp LLC,New Evan,15247.01,15129.08,0,Monday,18,Small
TXN-006268,Ashley Stephens,sblake@example.org,2026-06-15,09:53:19,44.56,DEPOSIT,"Shaffer, Thompson and Holloway",Carterbury,298.84,343.4,0,Monday,9,Micro
TXN-006269,Erin Berry,smithtyler@example.com,2026-06-06,16:21:12,181.86,TRANSFER,"Zuniga, Freeman and Barron",Rioshaven,4849.1,4667.240000000001,0,Saturday,16,Small
TXN-006270,Laura Stokes DDS,bishopchristine@example.org,2026-05-22,09:49:03,29.36,DEPOSIT,"Martin, Stein and Woodard",North Steven,992.19,1021.5500000000001,0,Friday,9,Micro
TXN-006271,Julie Burns,kristinaallen@example.org,2026-06-20,13:57:50,38.13,WITHDRAWAL,"Farrell, Jordan and Carpenter",South Susanton,1005.46,967.33,0,Saturday,13,Micro
TXN-006272,Hayden Carpenter,meghan31@example.com,2026-07-05,04:58:18,65.13,WITHDRAWAL,Kelly Group,South Andrewstad,1998.55,1933.42,0,Sunday,4,Small
TXN-006273,Michael Wright,gallaghermargaret@example.org,2026-06-05,01:35:31,46.96,PURCHASE,Williams-Caldwell,North Anitashire,956.0,909.04,0,Friday,1,Micro
TXN-006274,Breanna Rios,dustinlowery@example.net,2026-06-17,06:45:36,71.61,DEPOSIT,Smith LLC,Paulburgh,3833.51,3905.1200000000003,0,Wednesday,6,Small
TXN-006275,Randy Liu,carlsonethan@example.org,2026-06-10,19:10:54,65.61,DEPOSIT,Hodges LLC,Lake Kimberly,16949.62,17015.23,0,Wednesday,19,Small
TXN-006276,Carrie Garcia,zyoung@example.com,2026-04-21,10:16:34,149.62,PAYMENT,Boyd PLC,Jonathanburgh,274.17,423.79,0,Tuesday,10,Small
TXN-006277,Elizabeth Valdez,michelle13@example.org,2026-05-06,23:10:28,151.98,PAYMENT,Kelly LLC,Larsonbury,7393.2,7545.179999999999,0,Wednesday,23,Small
TXN-006278,Elizabeth Coffey,cassandra28@example.net,2026-04-27,22:11:42,58.28,PAYMENT,Dominguez-Arroyo,Port Lucasport,316.46,374.74,0,Monday,22,Small
TXN-006279,Willie James,james93@example.org,2026-05-26,18:37:30,90.75,PURCHASE,Thomas-Smith,Melissafurt,2946.69,2855.94,0,Tuesday,18,Small
TXN-006280,Jose Howard,mary91@example.org,2026-07-10,04:49:54,29.32,WITHDRAWAL,Wood LLC,Hodgestown,338.04,308.72,0,Friday,4,Micro
TXN-006281,Ashley Rodriguez DDS,todd36@example.com,2026-07-09,17:54:27,82.47,DEPOSIT,Green-Hines,Lake Richard,2101.45,2183.9199999999996,0,Thursday,17,Small
TXN-006282,Charles Carroll,gmclean@example.net,2026-06-27,09:41:08,59.31,WITHDRAWAL,"Potts, Wagner and Oconnor",Gonzalezland,2630.38,2571.07,0,Saturday,9,Small
TXN-006283,Dennis Smith,connorthomas@example.org,2026-04-29,17:36:57,29.88,PURCHASE,Mitchell PLC,Lake Julianshire,1552.73,1522.85,0,Wednesday,17,Micro
TXN-006284,Brittany Baker,tgarcia@example.org,2026-06-14,19:52:31,153.44,PAYMENT,Mitchell-Martin,Port Joseph,1763.48,1916.92,0,Sunday,19,Small
TXN-006285,Amy King,collinshailey@example.net,2026-06-09,01:12:24,16.91,PAYMENT,Lee-Contreras,Lake Bryanburgh,1466.98,1483.89,0,Tuesday,1,Micro
TXN-006286,Daniel Murray,johnsonjames@example.com,2026-06-10,18:40:11,30.87,PAYMENT,Herrera Inc,North Shellychester,4450.2,4481.07,0,Wednesday,18,Micro
TXN-006287,William Clayton,patricia64@example.com,2026-07-05,17:49:07,123.82,PURCHASE,Harmon-Foster,New Tiffany,247.61,123.79000000000002,0,Sunday,17,Small
TXN-006288,Anthony Richmond,shawn40@example.net,2026-05-10,21:54:38,192.29,DEPOSIT,Mcbride Ltd,Austinville,562.12,754.41,0,Sunday,21,Small
TXN-006289,Richard Joseph,stephanie46@example.org,2026-07-05,11:09:10,428.03,TRANSFER,"Garcia, Sampson and Jones",Richardmouth,2770.65,2342.62,0,Sunday,11,Medium
TXN-006290,Timothy Sampson,christensenrenee@example.com,2026-06-28,14:00:31,25.88,DEPOSIT,Lloyd-Davis,Flowersview,537.55,563.43,0,Sunday,14,Micro
TXN-006291,Meghan Rodriguez,robin68@example.net,2026-05-14,14:34:32,127.5,DEPOSIT,Perez-Logan,West Amy,1657.47,1784.97,0,Thursday,14,Small
TXN-006292,Mary Dillon,jonessandra@example.com,2026-05-17,17:14:26,81.72,TRANSFER,"Villegas, Becker and Smith",West Kristy,33495.63,33413.909999999996,0,Sunday,17,Small
TXN-006293,Connie Hernandez,joseph13@example.net,2026-04-20,16:39:30,44.73,PURCHASE,White-Watkins,Shannonborough,3261.51,3216.78,0,Monday,16,Micro
TXN-006294,Alexandra Lin,rlopez@example.org,2026-05-18,05:55:03,372.35,PAYMENT,Harrington-Wu,East John,4472.8,4845.150000000001,0,Monday,5,Medium
TXN-006295,Ann Miller,shawnwebb@example.com,2026-04-30,02:15:02,18.05,PAYMENT,Hamilton-Livingston,Dillonfort,6361.91,6379.96,0,Thursday,2,Micro
TXN-006296,Peter Lowery,michael20@example.com,2026-06-11,13:04:37,28.13,DEPOSIT,Tate-Rose,Elizabethstad,24592.86,24620.99,0,Thursday,13,Micro
TXN-006297,Christopher Alvarez,adamholmes@example.com,2026-07-12,04:29:09,39.53,DEPOSIT,"Soto, Brock and Hunter",Lake Abigailbury,100000.0,100039.53,0,Sunday,4,Micro
TXN-006298,Joseph Kelly,stephen67@example.com,2026-06-20,19:04:54,390.48,PURCHASE,Strickland-Carroll,Powellton,902.42,511.93999999999994,0,Saturday,19,Medium
TXN-006299,Brandon Taylor,fknight@example.org,2026-06-04,23:02:26,91.84,DEPOSIT,King Group,West Angela,9232.33,9324.17,0,Thursday,23,Small
TXN-006300,Michele Obrien,charleshowell@example.com,2026-05-21,11:20:15,197.09,TRANSFER,Montoya-Price,North Tylerberg,5787.78,5590.69,0,Thursday,11,Small
TXN-006301,Linda Carney,ihunter@example.net,2026-07-01,19:52:11,314.87,TRANSFER,"Richardson, Gomez and Welch",Riveramouth,2478.84,2163.9700000000003,0,Wednesday,19,Medium
TXN-006302,Kristin Ortiz,cannonpaula@example.org,2026-04-28,19:42:18,62.38,TRANSFER,"Johnson, Martinez and Wright",Nicoleville,1771.72,1709.34,0,Tuesday,19,Small
TXN-006303,Andrew Patterson,brianguerra@example.com,2026-06-09,21:11:27,212.38,WITHDRAWAL,Salazar LLC,Carterport,5155.25,4942.87,0,Tuesday,21,Medium
TXN-006304,Kelsey Mitchell,qmcdowell@example.com,2026-06-22,15:46:48,120.46,TRANSFER,Wu Ltd,Lake Kevinstad,9826.63,9706.17,0,Monday,15,Small
TXN-006305,Amy Moran,ibell@example.org,2026-04-26,16:57:07,11.58,PAYMENT,Ballard-Hernandez,Jamiemouth,4746.22,4757.8,0,Sunday,16,Micro
TXN-006306,Lisa Keith,leepatrick@example.org,2026-04-23,02:05:04,112.01,PAYMENT,"Guzman, Henderson and Snyder",Brewerport,36432.34,36544.35,0,Thursday,2,Small
TXN-006307,Alyssa Rodriguez,brookscassandra@example.com,2026-07-12,22:05:50,19.52,TRANSFER,White LLC,New Emilyhaven,30815.71,30796.19,0,Sunday,22,Micro
TXN-006308,Michael Bennett,lthomas@example.com,2026-05-24,04:25:50,97.07,TRANSFER,Fitzgerald PLC,Vanessamouth,6207.32,6110.25,0,Sunday,4,Small
TXN-006309,Mario Murphy,ibutler@example.com,2026-05-27,20:24:43,481.02,PAYMENT,Rice-Hill,Port Martin,6912.88,7393.9,0,Wednesday,20,Medium
TXN-006310,Benjamin Jackson,alexander84@example.com,2026-05-10,09:59:01,134.34,PURCHASE,Williams and Sons,Port Lindabury,4287.4,4153.0599999999995,0,Sunday,9,Small
TXN-006311,Brittany Franco,arthur80@example.com,2026-05-06,02:26:16,55.51,PAYMENT,Long-Jones,Mccanntown,2856.25,2911.76,0,Wednesday,2,Small
TXN-006312,Dr. Angela Martin MD,sanchezshawn@example.net,2026-06-22,17:51:04,44.01,PURCHASE,Arnold-Young,Newtonfort,2788.19,2744.18,0,Monday,17,Micro
TXN-006313,Spencer Rodriguez,ocrawford@example.com,2026-04-18,09:53:42,8.71,WITHDRAWAL,"Adams, Hill and Anderson",West Amanda,5673.49,5664.78,0,Saturday,9,Micro
TXN-006314,Eric Maldonado,yvonnevelez@example.net,2026-07-03,13:53:45,79.7,TRANSFER,Villarreal-Miller,Lake Travisview,1800.27,1720.57,0,Friday,13,Small
TXN-006315,Katrina Rhodes,walshmichael@example.com,2026-05-08,23:47:58,112.14,TRANSFER,Carroll-Bailey,Cruzmouth,347.11,234.97000000000003,0,Friday,23,Small
TXN-006316,Daniel Kim,lewisjeremiah@example.org,2026-04-19,08:42:05,619.72,WITHDRAWAL,"Smith, Castaneda and Faulkner",Stevenmouth,2555.11,1935.39,0,Sunday,8,Medium
TXN-006317,Rebecca Fowler,richard39@example.com,2026-06-07,19:36:59,77.8,TRANSFER,Castro PLC,Velazquezbury,700.58,622.7800000000001,0,Sunday,19,Small
TXN-006318,Charles Phelps,adam46@example.net,2026-06-15,09:03:20,92.2,PURCHASE,Dillon-Bell,Oneillhaven,23871.48,23779.28,0,Monday,9,Small
TXN-006319,James Aguirre,obrown@example.org,2026-05-04,00:49:12,253.64,DEPOSIT,Wise-Bailey,North Andrewburgh,10739.21,10992.849999999999,0,Monday,0,Medium
TXN-006320,Dawn Fox,daniel67@example.org,2026-04-27,05:35:22,155.46,DEPOSIT,Shelton Group,Sarastad,1740.95,1896.41,0,Monday,5,Small
TXN-006321,Jessica Weber,brianna46@example.com,2026-06-23,12:57:27,21.11,TRANSFER,Buckley Ltd,Jacobburgh,2204.91,2183.7999999999997,0,Tuesday,12,Micro
TXN-006322,Jesse Morales,karen80@example.com,2026-04-25,16:24:42,71.1,DEPOSIT,Ortiz LLC,Reeveston,14374.22,14445.32,0,Saturday,16,Small
TXN-006323,Diana Hernandez,elizabeth66@example.net,2026-07-11,21:59:46,122.66,TRANSFER,Jones-Bolton,Stephenmouth,33472.09,33349.42999999999,0,Saturday,21,Small
TXN-006324,Leslie Roberts,utrujillo@example.com,2026-04-28,09:16:16,298.12,DEPOSIT,Lambert-Palmer,North Justin,1503.06,1801.1799999999998,0,Tuesday,9,Medium
TXN-006325,April Schwartz,johnsonjesse@example.com,2026-07-06,21:46:18,14.95,PURCHASE,Woods-Hamilton,Christopherland,23821.95,23807.0,0,Monday,21,Micro
TXN-006326,James Hill,johnscott@example.net,2026-06-14,03:46:26,350.51,TRANSFER,"Chapman, Ward and Martinez",Jonesburgh,384.02,33.50999999999999,0,Sunday,3,Medium
TXN-006327,Grace Guzman,lrollins@example.org,2026-04-23,22:17:46,407.17,PAYMENT,Wall Ltd,Lindsaystad,5287.9,5695.07,0,Thursday,22,Medium
TXN-006328,Corey Davis,thomaspreston@example.org,2026-06-16,02:42:31,105.71,PURCHASE,"Sanford, Santos and Chambers",Johnsonchester,33596.42,33490.71,0,Tuesday,2,Small
TXN-006329,Gary Smith,kyle74@example.org,2026-06-13,10:56:00,345.39,TRANSFER,Rojas and Sons,New Loriville,7918.81,7573.42,0,Saturday,10,Medium
TXN-006330,Nicholas Butler,lbennett@example.com,2026-06-10,11:35:50,144.49,DEPOSIT,Daniels Group,Kerriborough,7514.51,7659.0,0,Wednesday,11,Small
TXN-006331,Traci Mcmahon,turnerchristopher@example.com,2026-06-04,10:57:43,60.34,WITHDRAWAL,Blake Group,Brendafurt,2744.48,2684.14,0,Thursday,10,Small
TXN-006332,Julia Odonnell,fleblanc@example.net,2026-04-24,18:53:07,36.51,WITHDRAWAL,Jones-Snyder,Port Sean,1808.84,1772.33,0,Friday,18,Micro
TXN-006333,Debbie Zhang,scottwhitney@example.net,2026-07-02,12:52:26,62.39,TRANSFER,Garcia Group,West Laura,1149.45,1087.06,0,Thursday,12,Small
TXN-006334,Rachel Daniel,scottrobert@example.org,2026-06-27,18:45:05,103.21,PAYMENT,Miller-Weber,West Megan,1833.59,1936.8,0,Saturday,18,Small
TXN-006335,Anna Taylor,bethrichards@example.com,2026-05-21,13:51:52,148.75,WITHDRAWAL,Shepherd-Atkins,Port Stevenfurt,261.52,112.76999999999998,0,Thursday,13,Small
TXN-006336,Travis Norris,wadenancy@example.org,2026-05-14,17:33:24,80.37,DEPOSIT,Gibson-Davis,Kingchester,3631.23,3711.6,0,Thursday,17,Small
TXN-006337,Brianna Perry,tmathis@example.org,2026-05-25,14:36:02,65.98,DEPOSIT,Bowen PLC,Fullerland,2301.72,2367.7,0,Monday,14,Small
TXN-006338,Megan Koch,mking@example.com,2026-04-26,13:10:38,18.44,DEPOSIT,Wright-Graham,Lake Kimberlyshire,5088.38,5106.82,0,Sunday,13,Micro
TXN-006339,Jeanette Herrera,johnsoncarl@example.org,2026-05-06,11:26:11,172.02,PURCHASE,Roberts PLC,East Michaelmouth,6249.81,6077.79,0,Wednesday,11,Small
TXN-006340,Amy Hansen,richardsdiamond@example.net,2026-07-15,19:57:08,254.35,WITHDRAWAL,Santiago LLC,West Shirleyfurt,4033.12,3778.77,0,Wednesday,19,Medium
TXN-006341,Justin Murphy,craig75@example.org,2026-06-14,23:19:49,145.28,DEPOSIT,"Bailey, Carter and Cole",New Josephmouth,3767.38,3912.6600000000003,0,Sunday,23,Small
TXN-006342,Wendy Garcia,mary03@example.com,2026-06-04,23:46:50,179.03,WITHDRAWAL,"Aguilar, Russell and Bates",Amyland,279.82,100.78999999999999,0,Thursday,23,Small
TXN-006343,Kenneth Mercado,brendacontreras@example.org,2026-07-01,07:49:29,36.83,PURCHASE,"Castillo, Mcclure and Butler",Lake Sierraport,32220.22,32183.39,0,Wednesday,7,Micro
TXN-006344,Ryan Williams,navarrodiana@example.net,2026-05-05,11:53:57,7.69,DEPOSIT,"Johnson, Barnett and Martin",Burnsmouth,2415.67,2423.36,0,Tuesday,11,Micro
TXN-006345,David Whitehead,fordcharles@example.com,2026-06-21,14:42:18,290.7,PURCHASE,Joseph-Brown,Osbornhaven,2591.8,2301.1000000000004,0,Sunday,14,Medium
TXN-006346,David Fuller,jamesmendoza@example.net,2026-06-28,02:20:27,60.04,WITHDRAWAL,Miller-Macias,West Scotthaven,3619.65,3559.61,0,Sunday,2,Small
TXN-006347,Elizabeth Scott,houstonlauren@example.com,2026-05-14,20:49:12,63.24,WITHDRAWAL,Phillips-Gonzalez,Salazarstad,3122.14,3058.9,0,Thursday,20,Small
TXN-006348,Hannah Caldwell,gmiller@example.com,2026-06-25,07:40:56,45.45,TRANSFER,"Gonzales, Jones and Paul",Matthewville,15725.07,15679.619999999999,0,Thursday,7,Micro
TXN-006349,Christopher Frederick,schroederlinda@example.org,2026-06-03,17:39:31,373.63,PURCHASE,Monroe PLC,East Melissa,2440.39,2066.7599999999998,0,Wednesday,17,Medium
TXN-006350,Jacob Anderson,pgordon@example.org,2026-05-30,17:10:06,22.5,TRANSFER,Swanson-Parker,Lake Joshuaborough,1358.63,1336.13,0,Saturday,17,Micro
TXN-006351,Max Patrick,khudson@example.com,2026-06-17,14:12:32,74.89,DEPOSIT,Barnes-Walton,Courtneyton,6363.34,6438.2300000000005,0,Wednesday,14,Small
TXN-006352,Justin Jones,johnburke@example.com,2026-07-10,12:58:43,32.85,PURCHASE,Allen LLC,Lake Jonathan,940.35,907.5,0,Friday,12,Micro
TXN-006353,Amber Schneider,tperez@example.org,2026-06-11,22:05:48,150.01,TRANSFER,"Cook, Price and Cruz",Port Marissaberg,12189.9,12039.89,0,Thursday,22,Small
TXN-006354,Keith Walters,gomezemily@example.net,2026-05-05,13:14:01,48.35,WITHDRAWAL,Dorsey-Wade,Lake Daniel,403.5,355.15,0,Tuesday,13,Micro
TXN-006355,Kevin Hoover,ashleylong@example.net,2026-05-14,14:14:43,2402.15,DEPOSIT,Bentley-Matthews,Jacksonfurt,9652.35,12054.5,0,Thursday,14,Large
TXN-006356,Brian Vasquez,mortonlinda@example.com,2026-04-30,17:42:35,68.92,DEPOSIT,"Spears, Brown and Potter",New Andre,10976.88,11045.8,0,Thursday,17,Small
TXN-006357,Dr. Sara Wilson,ngoodman@example.net,2026-06-08,20:45:06,79.48,PAYMENT,"Best, Livingston and Lee",Johnside,10946.07,11025.55,0,Monday,20,Small
TXN-006358,Johnny Lyons,fowens@example.org,2026-05-17,14:03:57,105.57,TRANSFER,Lane PLC,East Paul,3418.33,3312.7599999999998,0,Sunday,14,Small
TXN-006359,James Rogers,nmullins@example.com,2026-05-25,05:43:37,80.35,PURCHASE,Alexander-Marshall,Paulbury,339.99,259.64,0,Monday,5,Small
TXN-006360,Harold Schmidt,bishoplauren@example.com,2026-04-21,15:05:04,625.21,PURCHASE,Little-Norton,East Edwin,726.11,100.89999999999998,0,Tuesday,15,Medium
TXN-006361,Peter Aguilar,tyler45@example.net,2026-05-19,17:50:30,23.1,WITHDRAWAL,"Rowland, Bates and Rodriguez",Espinozaview,2166.16,2143.06,0,Tuesday,17,Micro
TXN-006362,Lawrence Lambert,hannashawn@example.org,2026-06-01,13:18:20,34.42,WITHDRAWAL,"Wang, Brady and Nelson",West Warren,2758.47,2724.0499999999997,0,Monday,13,Micro
TXN-006363,Steven Smith,nataliemccullough@example.org,2026-07-10,20:49:16,179.07,WITHDRAWAL,Murphy-Morgan,West Gregoryland,13265.93,13086.86,0,Friday,20,Small
TXN-006364,Samantha Hunt,dyerryan@example.com,2026-06-03,07:48:49,203.31,PURCHASE,Smith PLC,Pittsville,1884.75,1681.44,0,Wednesday,7,Medium
TXN-006365,Katie Sanchez,reynoldsnicholas@example.com,2026-06-14,18:11:57,94.59,WITHDRAWAL,Preston PLC,North Randall,5496.23,5401.639999999999,0,Sunday,18,Small
